,client_id,variation
32154,3474098,Control
32155,1081382,Control
32156,3990599,Test
32157,7263978,Control
32158,7038187,Control
32159,9490355,Test
32160,8492564,Test
32161,7637261,Test
32162,320617,Test
32163,918053,Control
32164,5970149,Control
32165,8291015,Test
32166,9137772,Test
32167,4192940,Control
32168,53990,Control
32169,9853868,Control
32170,7750644,Test
32171,7598094,Test
32172,2594659,Control
32173,5378941,Test
32174,1967086,Control
32175,8234923,Control
32176,5818516,Test
32177,1060628,Control
32178,1767602,Test
32179,180953,Control
32180,251479,Control
32181,2277142,Control
32182,2329201,Control
32183,3248710,Test
32184,9069966,Test
32185,7771527,Test
32186,4230200,Test
32187,3236017,Test
32188,9244201,Test
32189,7763498,Test
32190,4153931,Control
32191,4071978,Control
32192,3689164,Control
32193,6461165,Control
32194,5500495,Control
32195,7675326,Control
32196,1096870,Control
32197,4469398,Control
32198,8707061,Control
32199,4251068,Control
32200,9168334,Test
32201,6797402,Control
32202,693757,Control
32203,385337,Test
32204,4965716,Control
32205,903339,Test
32206,1539844,Control
32207,4874967,Control
32208,2880593,Test
32209,1529368,Control
32210,908709,Test
32211,1936,Test
32212,5904035,Test
32213,8180884,Control
32214,9005733,Test
32215,3512288,Control
32216,1001731,Control
32217,8455692,Control
32218,3823225,Control
32219,4114037,Control
32220,6660518,Control
32221,846090,Test
32222,5969328,Control
32223,422765,Test
32224,4491137,Control
32225,7862568,Test
32226,6768081,Control
32227,1885992,Test
32228,4026845,Test
32229,9458551,Test
32230,6206976,Test
32231,87300,Control
32232,9490819,Test
32233,15189,Test
32234,3590317,Test
32235,3417318,Test
32236,6524783,Test
32237,1981903,Test
32238,748984,Test
32239,8413855,Control
32240,48724,Test
32241,8077428,Test
32242,9632093,Control
32243,5600283,Test
32244,8327879,Control
32245,4825475,Test
32246,201846,Test
32247,9058953,Test
32248,249632,Test
32249,4976982,Control
32250,4546484,Test
32251,9827500,Test
32252,6096252,Control
32253,8242900,Test
32254,7448032,Control
32255,5209145,Test
32256,937647,Control
32257,6160592,Control
32258,3625526,Test
32259,6926552,Control
32260,6743414,Control
32261,2576852,Test
32262,8023944,Control
32263,1582129,Test
32264,1253941,Control
32265,7132018,Test
32266,6000667,Test
32267,9876029,Test
32268,7732298,Test
32269,188807,Control
32270,1862191,Control
32271,6072522,Control
32272,6532865,Test
32273,8575616,Control
32274,9692048,Control
32275,766464,Test
32276,2808502,Test
32277,4686288,Test
32278,1364907,Test
32279,7526845,Test
32280,6814540,Control
32281,3081541,Control
32282,8738260,Control
32283,6980497,Test
32284,4681498,Control
32285,8383202,Test
32286,6139351,Control
32287,8753548,Test
32288,9726474,Test
32289,3340481,Test
32290,6219066,Test
32291,3317453,Control
32292,8180165,Test
32293,6307446,Test
32294,8843472,Control
32295,2967792,Control
32296,2288009,Test
32297,1297334,Test
32298,9289320,Control
32299,7123695,Control
32300,3703729,Test
32301,6732360,Control
32302,9866595,Test
32303,3187046,Control
32304,7257825,Test
32305,4546343,Test
32306,5181907,Test
32307,5592443,Test
32308,3229964,Test
32309,8835580,Test
32310,6212252,Control
32311,1961214,Test
32312,2972128,Test
32313,6418806,Test
32314,1332349,Control
32315,9607036,Test
32316,266497,Control
32317,6531402,Test
32318,1338762,Control
32319,5283341,Test
32320,261785,Test
32321,3880053,Control
32322,4601555,Test
32323,818413,Test
32324,230117,Control
32325,3366315,Test
32326,5118056,Test
32327,7332645,Test
32328,2153656,Control
32329,5972884,Test
32330,4381659,Test
32331,2422593,Test
32332,858693,Test
32333,2494977,Control
32334,8327432,Control
32335,3052534,Control
32336,3791797,Test
32337,8758301,Test
32338,5104854,Test
32339,8193148,Test
32340,2758714,Control
32341,1727872,Test
32342,416346,Test
32343,9687579,Test
32344,2103672,Test
32345,6863960,Control
32346,1916528,Test
32347,118723,Control
32348,4543902,Test
32349,9267466,Test
32350,3542128,Test
32351,305028,Test
32352,9959486,Control
32353,9198255,Control
32354,9336025,Control
32355,3731938,Test
32356,7468818,Test
32357,7067348,Control
32358,3652844,Control
32359,6496436,Test
32360,2141013,Control
32361,5231727,Test
32362,2222556,Test
32363,7520214,Test
32364,7670830,Control
32365,2372658,Control
32366,953654,Control
32367,8886879,Control
32368,3464541,Test
32369,6943784,Test
32370,5063441,Control
32371,7207209,Control
32372,6444715,Test
32373,4287216,Test
32374,4493114,Control
32375,3432025,Control
32376,8785376,Control
32377,6234162,Control
32378,9488533,Test
32379,9169826,Test
32380,1169083,Control
32381,4757536,Control
32382,6319952,Test
32383,5749316,Control
32384,9413786,Control
32385,6344617,Test
32386,6564341,Test
32387,2270179,Test
32388,8763720,Control
32389,6379541,Control
32390,4653790,Test
32391,9966028,Test
32392,2821005,Test
32393,9089095,Test
32394,4608096,Control
32395,6463002,Control
32396,8978031,Control
32397,9512477,Control
32398,5874483,Control
32399,9970519,Test
32400,7118730,Control
32401,5333854,Control
32402,7835776,Control
32403,7706822,Control
32404,4002725,Control
32405,2445884,Test
32406,346805,Test
32407,3991845,Control
32408,1504082,Test
32409,5269959,Test
32410,3344093,Control
32411,7358716,Test
32412,2276803,Control
32413,8044088,Test
32414,8577522,Control
32415,7032545,Test
32416,7714524,Control
32417,690815,Test
32418,843468,Control
32419,4698491,Control
32420,1027952,Control
32421,5547433,Test
32422,7744279,Test
32423,523470,Control
32424,4019355,Control
32425,6842993,Test
32426,3395329,Control
32427,3273765,Control
32428,8666669,Control
32429,481268,Test
32430,7933649,Control
32431,3076358,Control
32432,705871,Test
32433,7476055,Test
32434,9258987,Test
32435,3758871,Control
32436,4838415,Control
32437,2088839,Test
32438,2363600,Test
32439,3471981,Test
32440,1278603,Control
32441,5289273,Test
32442,8132819,Test
32443,7893490,Test
32444,342341,Control
32445,8864663,Control
32446,3662008,Test
32447,4631808,Test
32448,3233984,Control
32449,5922203,Control
32450,2952653,Control
32451,1697143,Test
32452,1173753,Control
32453,6412806,Test
32454,5383103,Test
32455,9884285,Test
32456,947167,Control
32457,6528570,Test
32458,334242,Test
32459,7709301,Test
32460,136873,Test
32461,4991965,Test
32462,3276529,Control
32463,2856778,Test
32464,7302292,Test
32465,1443359,Test
32466,1227277,Control
32467,2766253,Test
32468,6445013,Test
32469,1124273,Test
32470,8670466,Test
32471,8697150,Control
32472,9131627,Test
32473,8226139,Control
32474,8430354,Control
32475,3539134,Test
32476,6596429,Control
32477,2206736,Test
32478,6893972,Control
32479,9517647,Control
32480,3289565,Test
32481,6645179,Test
32482,5296140,Control
32483,5511009,Test
32484,3368135,Control
32485,4648625,Test
32486,33190,Control
32487,5927735,Test
32488,7270311,Test
32489,81720,Test
32490,3436036,Test
32491,3935675,Test
32492,3487248,Control
32493,443262,Test
32494,2023843,Test
32495,3809150,Control
32496,2996810,Test
32497,1498073,Test
32498,8062240,Test
32499,8429153,Test
32500,6898071,Test
32501,8969133,Test
32502,1911688,Control
32503,9466957,Control
32504,84108,Control
32505,4472483,Test
32506,4217274,Test
32507,8133214,Test
32508,6913436,Test
32509,146603,Control
32510,5301546,Test
32511,5623633,Test
32512,2579363,Test
32513,6313049,Control
32514,3073670,Control
32515,994100,Test
32516,1194530,Control
32517,6717752,Test
32518,7123977,Control
32519,9666391,Control
32520,4760221,Control
32521,6165913,Control
32522,5890801,Control
32523,8718482,Control
32524,9269565,Control
32525,8091922,Control
32526,5243165,Control
32527,3599159,Test
32528,4632590,Test
32529,851453,Control
32530,4675164,Control
32531,5949513,Test
32532,8720328,Control
32533,895221,Control
32534,5570366,Control
32535,1187132,Test
32536,7828609,Test
32537,5284240,Test
32538,7452055,Test
32539,3859627,Control
32540,1142574,Test
32541,5230087,Control
32542,175128,Control
32543,3397950,Test
32544,8080471,Control
32545,995889,Test
32546,4259789,Test
32547,9787079,Control
32548,1873438,Test
32549,9680276,Control
32550,8500602,Test
32551,5544104,Test
32552,5393255,Test
32553,7074277,Control
32554,4937035,Control
32555,9252902,Control
32556,3651919,Test
32557,2606655,Control
32558,9690919,Control
32559,4364957,Control
32560,5459007,Test
32561,4475357,Control
32562,8222868,Test
32563,4104463,Test
32564,2685804,Control
32565,1991503,Test
32566,674947,Test
32567,2236425,Control
32568,8042509,Control
32569,6218926,Test
32570,6528441,Control
32571,4371220,Test
32572,9572701,Control
32573,1682826,Control
32574,6507462,Control
32575,6971271,Test
32576,1944168,Control
32577,9797408,Control
32578,7748548,Test
32579,7124517,Control
32580,5091469,Test
32581,7679326,Test
32582,5451373,Control
32583,5453705,Test
32584,8559431,Test
32585,6916531,Control
32586,6864371,Control
32587,8890325,Test
32588,7905510,Control
32589,3891239,Test
32590,6206573,Control
32591,9150149,Control
32592,6210900,Test
32593,3302208,Control
32594,3465915,Test
32595,6130491,Test
32596,3284525,Test
32597,3928305,Control
32598,5123985,Test
32599,5471024,Control
32600,6545342,Test
32601,1768510,Test
32602,1659147,Test
32603,9490262,Control
32604,5045965,Test
32605,4422924,Control
32606,4346633,Test
32607,8321972,Control
32608,5950496,Test
32609,5144151,Control
32610,4060286,Control
32611,3148603,Control
32612,1349728,Control
32613,9674668,Control
32614,7517800,Test
32615,4335230,Test
32616,8557245,Control
32617,6770563,Test
32618,3078775,Test
32619,177876,Control
32620,7595038,Control
32621,5110302,Test
32622,7986054,Test
32623,7239063,Control
32624,7124991,Control
32625,5488119,Control
32626,2135989,Control
32627,9070743,Control
32628,6241556,Test
32629,48424,Control
32630,6338896,Test
32631,2791395,Control
32632,615001,Control
32633,1433299,Test
32634,4084333,Control
32635,5883378,Test
32636,5408064,Test
32637,8200585,Test
32638,8867579,Control
32639,2447461,Control
32640,3156633,Test
32641,5937897,Control
32642,5221886,Control
32643,534481,Control
32644,6356481,Test
32645,1042347,Control
32646,8404592,Test
32647,719967,Test
32648,5048268,Control
32649,851626,Test
32650,3119324,Test
32651,2886311,Test
32652,5566507,Test
32653,7709294,Test
32654,1609635,Test
32655,8578147,Test
32656,9396831,Test
32657,348355,Control
32658,4061962,Test
32659,229123,Test
32660,7450119,Control
32661,6881753,Test
32662,1101382,Control
32663,219882,Test
32664,5848267,Control
32665,2003392,Control
32666,5539836,Control
32667,8275933,Test
32668,4719350,Control
32669,2214904,Test
32670,6229511,Test
32671,6657865,Test
32672,1505130,Test
32673,6911858,Test
32674,8105626,Control
32675,4162726,Control
32676,853358,Test
32677,9679043,Control
32678,4972499,Control
32679,9237729,Test
32680,7625054,Control
32681,2550200,Control
32682,1204030,Test
32683,8834933,Control
32684,5255286,Control
32685,3787488,Control
32686,4938865,Test
32687,8686873,Control
32688,2935311,Control
32689,52461,Control
32690,2634257,Test
32691,6778936,Test
32692,6937917,Test
32693,266183,Control
32694,445794,Test
32695,7240019,Test
32696,8604039,Control
32697,351792,Control
32698,2658964,Control
32699,4116719,Test
32700,2865677,Control
32701,4570643,Control
32702,6116287,Test
32703,9426272,Control
32704,3527743,Test
32705,3560316,Test
32706,4825303,Control
32707,3696773,Test
32708,8175396,Control
32709,3190314,Control
32710,2902418,Test
32711,9599895,Test
32712,5633899,Test
32713,4378428,Control
32714,9272674,Control
32715,2256413,Control
32716,1939607,Test
32717,7774764,Control
32718,9714233,Control
32719,9945499,Control
32720,5769716,Control
32721,2177143,Test
32722,5107553,Test
32723,8533635,Test
32724,6553545,Test
32725,2815071,Control
32726,5402515,Test
32727,1575474,Control
32728,3966303,Control
32729,3105010,Control
32730,408180,Control
32731,7622555,Control
32732,4284817,Test
32733,635224,Test
32734,7058578,Test
32735,7514622,Test
32736,3284361,Test
32737,3198963,Test
32738,7417313,Control
32739,4792283,Control
32740,9318155,Control
32741,2254930,Test
32742,537662,Control
32743,4285905,Test
32744,9184205,Test
32745,5759946,Control
32746,6705275,Control
32747,5749370,Control
32748,8985518,Control
32749,3334754,Test
32750,5852849,Control
32751,6242999,Control
32752,1591332,Control
32753,4921862,Test
32754,7683638,Control
32755,8636621,Test
32756,2141929,Control
32757,7338686,Test
32758,4102238,Test
32759,5656171,Control
32760,5198344,Test
32761,2755280,Test
32762,2639882,Test
32763,15050,Test
32764,3875579,Test
32765,8521180,Test
32766,7574307,Control
32767,2159788,Test
32768,1631458,Test
32769,198857,Control
32770,1752343,Test
32771,4915208,Control
32772,5269098,Control
32773,2969808,Control
32774,3657517,Test
32775,9144131,Test
32776,6461378,Test
32777,5071519,Test
32778,6750632,Control
32779,3877780,Test
32780,7816798,Control
32781,2156378,Test
32782,1772874,Test
32783,4023749,Control
32784,5640323,Control
32785,4999703,Test
32786,4011125,Test
32787,9949831,Test
32788,1442097,Test
32789,3254514,Test
32790,6030837,Control
32791,377022,Test
32792,862906,Test
32793,1927505,Control
32794,687283,Control
32795,8044344,Test
32796,6776434,Control
32797,820629,Test
32798,9765356,Test
32799,7300656,Test
32800,7360071,Test
32801,1063395,Test
32802,853948,Test
32803,3160757,Test
32804,761884,Test
32805,9399620,Control
32806,6494165,Test
32807,8461847,Test
32808,4344239,Control
32809,5236509,Control
32810,5865564,Test
32811,4190859,Test
32812,1919716,Control
32813,1877137,Test
32814,620734,Control
32815,3463943,Control
32816,4465200,Test
32817,3836030,Control
32818,3285762,Test
32819,7536684,Control
32820,5396220,Control
32821,2531827,Test
32822,2355218,Test
32823,8535609,Control
32824,2894996,Control
32825,8740925,Control
32826,381655,Control
32827,9964541,Test
32828,1700371,Control
32829,4213460,Test
32830,7036563,Test
32831,4302031,Control
32832,4308598,Control
32833,8505547,Test
32834,8069761,Control
32835,7711033,Test
32836,4429250,Test
32837,9464626,Test
32838,3152279,Test
32839,7547652,Test
32840,8769982,Control
32841,1492595,Test
32842,3800523,Test
32843,3246048,Test
32844,2347584,Control
32845,5227876,Test
32846,2574803,Control
32847,6716032,Control
32848,2782058,Control
32849,6678962,Control
32850,227805,Test
32851,741656,Test
32852,4435264,Control
32853,5529882,Control
32854,618322,Test
32855,4965891,Control
32856,4829573,Test
32857,9486376,Control
32858,162575,Control
32859,2959782,Control
32860,5415276,Control
32861,1932408,Test
32862,6241245,Test
32863,4381389,Test
32864,8406897,Control
32865,7583850,Control
32866,8077479,Control
32867,6241144,Test
32868,1548937,Test
32869,7878589,Control
32870,1374292,Test
32871,4440789,Test
32872,5846178,Control
32873,8028488,Test
32874,8149214,Control
32875,3128340,Control
32876,1901343,Test
32877,5210872,Test
32878,2518804,Control
32879,2693022,Test
32880,9460446,Test
32881,2523987,Control
32882,6929800,Control
32883,5126305,Control
32884,6195482,Control
32885,4150996,Test
32886,5017388,Test
32887,203500,Test
32888,9789879,Control
32889,5765798,Control
32890,8549073,Test
32891,9272404,Test
32892,6359735,Control
32893,5958961,Test
32894,871652,Control
32895,1294767,Test
32896,4969763,Control
32897,9042674,Control
32898,5665758,Control
32899,5783227,Test
32900,8257047,Test
32901,9543802,Test
32902,3419383,Test
32903,6955685,Test
32904,3165582,Test
32905,5459064,Control
32906,531286,Control
32907,7575683,Test
32908,8221149,Test
32909,6421319,Control
32910,8383454,Test
32911,8163796,Test
32912,176808,Control
32913,3407578,Test
32914,1979629,Test
32915,1590237,Test
32916,3910683,Test
32917,7796867,Control
32918,8548975,Test
32919,826202,Control
32920,3246879,Control
32921,620994,Test
32922,4359742,Control
32923,3061563,Control
32924,613134,Control
32925,4667991,Control
32926,9682462,Test
32927,2468222,Control
32928,613009,Test
32929,4286767,Control
32930,3684402,Test
32931,8971463,Control
32932,1881766,Test
32933,2544793,Test
32934,7598151,Test
32935,7209559,Test
32936,8438270,Control
32937,8551366,Test
32938,9119484,Control
32939,256277,Test
32940,8482390,Control
32941,4276350,Test
32942,7190256,Test
32943,9838634,Control
32944,8905969,Test
32945,1080489,Control
32946,1117004,Control
32947,9994194,Control
32948,1830446,Control
32949,1634935,Test
32950,4212950,Test
32951,7277090,Control
32952,4083477,Control
32953,332121,Control
32954,943763,Control
32955,4066643,Control
32956,8101420,Control
32957,7928493,Test
32958,7511255,Test
32959,7365416,Control
32960,2751460,Test
32961,2885113,Test
32962,66169,Control
32963,3004381,Control
32964,2268231,Control
32965,619573,Control
32966,1986592,Control
32967,5885503,Test
32968,4411554,Control
32969,6008567,Test
32970,5096365,Test
32971,4564305,Test
32972,9572005,Test
32973,5089721,Test
32974,8271821,Test
32975,9848741,Control
32976,367331,Control
32977,4005943,Control
32978,3965253,Test
32979,4357231,Test
32980,530965,Test
32981,6384600,Control
32982,2819141,Control
32983,8403390,Test
32984,4442274,Test
32985,6964981,Control
32986,3967029,Control
32987,9879018,Test
32988,3156983,Test
32989,8442614,Test
32990,220901,Control
32991,238154,Control
32992,4099573,Control
32993,9319596,Control
32994,8289836,Test
32995,9047869,Test
32996,6713168,Control
32997,1819473,Control
32998,2767589,Control
32999,8036117,Control
33000,9128098,Control
33001,9284614,Test
33002,365525,Test
33003,3091387,Control
33004,1785940,Test
33005,6355360,Test
33006,6035849,Test
33007,2554918,Test
33008,89812,Test
33009,9090982,Test
33010,2061985,Control
33011,8921011,Control
33012,79127,Control
33013,9330492,Control
33014,5818000,Test
33015,6104987,Test
33016,5666357,Test
33017,7468377,Test
33018,5732198,Control
33019,6199317,Control
33020,1708383,Control
33021,3876464,Test
33022,6638024,Test
33023,2747440,Control
33024,2944439,Test
33025,5392696,Test
33026,6609552,Control
33027,4281404,Control
33028,777766,Test
33029,3998906,Test
33030,1769222,Test
33031,9646770,Test
33032,8350152,Control
33033,914309,Test
33034,664244,Test
33035,4129973,Test
33036,6580232,Test
33037,16202,Control
33038,1415081,Control
33039,8897389,Test
33040,4215470,Test
33041,7984218,Control
33042,9026497,Test
33043,9654726,Control
33044,510139,Control
33045,9988530,Test
33046,370651,Control
33047,6371663,Control
33048,2482270,Control
33049,8690005,Test
33050,7155824,Control
33051,3302485,Test
33052,3971071,Control
33053,655871,Control
33054,6930269,Test
33055,6508999,Test
33056,402509,Test
33057,4799672,Test
33058,4669853,Control
33059,1467023,Test
33060,5411033,Test
33061,5314289,Control
33062,8033640,Control
33063,2926568,Control
33064,1280540,Test
33065,516129,Test
33066,256853,Control
33067,5023117,Test
33068,9621690,Test
33069,903989,Test
33070,9698656,Test
33071,7032338,Test
33072,6748504,Test
33073,9963517,Test
33074,3115710,Control
33075,1455660,Control
33076,6229378,Test
33077,4229616,Test
33078,5492948,Test
33079,2481306,Test
33080,5519006,Control
33081,202856,Control
33082,1485883,Test
33083,4630949,Test
33084,7207344,Test
33085,5019270,Control
33086,6980695,Control
33087,3452031,Test
33088,5791290,Control
33089,2078407,Control
33090,5435712,Control
33091,3038711,Test
33092,5175035,Control
33093,7627270,Test
33094,9636768,Control
33095,6586925,Test
33096,6527546,Test
33097,7905462,Test
33098,6988240,Test
33099,6874863,Test
33100,3830374,Control
33101,9897300,Test
33102,1543785,Test
33103,9991244,Test
33104,1563739,Test
33105,6937976,Test
33106,7772844,Test
33107,2368093,Control
33108,1612012,Control
33109,5082474,Control
33110,8616579,Test
33111,1888782,Control
33112,2753304,Test
33113,7059525,Test
33114,6401355,Test
33115,5173628,Test
33116,5205052,Control
33117,4962987,Control
33118,3619249,Test
33119,9552647,Control
33120,2976622,Test
33121,806404,Test
33122,6334445,Test
33123,6294034,Control
33124,1524489,Test
33125,2488007,Control
33126,267397,Control
33127,7345861,Test
33128,5787279,Test
33129,8254254,Test
33130,660953,Control
33131,7069333,Test
33132,1096581,Control
33133,9132456,Test
33134,2559536,Test
33135,7005828,Test
33136,5925836,Control
33137,4618753,Test
33138,4445140,Test
33139,6178111,Test
33140,3413149,Test
33141,8393075,Test
33142,8238260,Test
33143,3380167,Test
33144,4690077,Test
33145,1526569,Control
33146,6213098,Control
33147,4029177,Test
33148,6314328,Test
33149,6970791,Control
33150,9106666,Control
33151,312781,Test
33152,8685414,Control
33153,7337790,Test
33154,4386726,Test
33155,6735671,Test
33156,3071382,Control
33157,4578721,Control
33158,9084523,Test
33159,9073461,Test
33160,2261960,Test
33161,1717817,Control
33162,6399184,Control
33163,3507994,Test
33164,5667006,Test
33165,9587816,Test
33166,3927326,Control
33167,9918040,Test
33168,1144495,Control
33169,6689891,Test
33170,7357494,Control
33171,1425817,Test
33172,7808408,Test
33173,3350279,Control
33174,8265047,Test
33175,5812778,Test
33176,4284652,Control
33177,7889820,Control
33178,534878,Control
33179,1676632,Test
33180,5346197,Test
33181,722818,Control
33182,6806451,Test
33183,3617870,Control
33184,7107324,Test
33185,4877023,Test
33186,6343369,Test
33187,8943265,Test
33188,1449791,Control
33189,7789006,Test
33190,4389678,Test
33191,9303416,Test
33192,986308,Control
33193,7672522,Test
33194,9172549,Control
33195,9318961,Test
33196,7575224,Test
33197,7106061,Test
33198,368713,Control
33199,5763507,Control
33200,3685946,Test
33201,2769229,Test
33202,8090826,Test
33203,2619000,Control
33204,2586741,Control
33205,7423161,Control
33206,6918429,Test
33207,8878848,Control
33208,251414,Test
33209,4615484,Test
33210,8716301,Control
33211,2348609,Test
33212,6034128,Test
33213,2059782,Test
33214,6932709,Test
33215,1413426,Control
33216,2201280,Test
33217,870732,Control
33218,38930,Control
33219,6029243,Control
33220,3414716,Control
33221,5118250,Test
33222,7896358,Control
33223,9409795,Test
33224,844159,Test
33225,4609253,Test
33226,1474348,Test
33227,2746652,Control
33228,5789058,Control
33229,4304356,Control
33230,860470,Control
33231,9423424,Test
33232,1996537,Test
33233,6452935,Control
33234,2388335,Test
33235,371059,Control
33236,1695328,Control
33237,3834620,Control
33238,8248088,Test
33239,452359,Test
33240,6092269,Control
33241,3412220,Test
33242,8189712,Test
33243,6850642,Test
33244,3917668,Control
33245,8287001,Control
33246,8376794,Control
33247,9201597,Control
33248,5142178,Control
33249,9632599,Control
33250,7362853,Test
33251,6005174,Test
33252,3319823,Test
33253,6208954,Control
33254,5729668,Control
33255,5409306,Test
33256,1305348,Control
33257,1678234,Control
33258,101818,Control
33259,9327274,Control
33260,6732209,Control
33261,4835466,Control
33262,2323407,Test
33263,6233433,Control
33264,4406929,Test
33265,560675,Test
33266,9009821,Control
33267,2155770,Test
33268,2005396,Test
33269,994588,Control
33270,8538985,Test
33271,2323288,Control
33272,4706016,Test
33273,4974827,Control
33274,2414527,Control
33275,7138873,Test
33276,9562144,Test
33277,4921301,Control
33278,5538449,Control
33279,1941452,Test
33280,4077074,Test
33281,6273424,Control
33282,792110,Test
33283,5456198,Test
33284,9967298,Test
33285,9529648,Control
33286,1438671,Control
33287,7720091,Test
33288,5832104,Test
33289,789006,Control
33290,1446369,Test
33291,8512525,Control
33292,4302365,Test
33293,3003396,Control
33294,2212960,Test
33295,1304604,Control
33296,1590472,Test
33297,2163974,Control
33298,8108600,Test
33299,9382169,Control
33300,165428,Control
33301,8126320,Test
33302,9507421,Control
33303,7494866,Test
33304,3294033,Control
33305,1281085,Control
33306,5043861,Test
33307,1708943,Test
33308,8544434,Test
33309,8103911,Test
33310,7368169,Test
33311,3457070,Control
33312,6657052,Test
33313,1447028,Control
33314,2095719,Control
33315,3417376,Control
33316,268386,Control
33317,3151112,Test
33318,2985225,Control
33319,4873663,Control
33320,804701,Control
33321,9831016,Test
33322,8087706,Test
33323,7714175,Test
33324,7588432,Test
33325,9936641,Test
33326,9734894,Test
33327,2575201,Test
33328,7402411,Test
33329,6325742,Control
33330,1021986,Control
33331,6885720,Control
33332,550126,Test
33333,1262018,Test
33334,5139516,Control
33335,2113414,Test
33336,1938691,Test
33337,6958779,Control
33338,5761292,Test
33339,4767340,Control
33340,7902372,Test
33341,4939160,Control
33342,9972992,Test
33343,9172762,Test
33344,183713,Control
33345,2268691,Control
33346,370773,Test
33347,875920,Test
33348,1983489,Test
33349,6786310,Control
33350,7160104,Control
33351,6584878,Test
33352,8114658,Test
33353,3483869,Test
33354,3008036,Control
33355,6627355,Control
33356,8222418,Control
33357,702591,Control
33358,8262787,Test
33359,7009243,Test
33360,2585001,Test
33361,5608291,Test
33362,5096138,Control
33363,9845351,Test
33364,9487623,Test
33365,3912962,Control
33366,9535364,Test
33367,9866234,Test
33368,3332324,Test
33369,425546,Test
33370,1595313,Test
33371,9416653,Control
33372,3650057,Test
33373,5773904,Test
33374,6484516,Control
33375,4871136,Test
33376,1439522,Test
33377,986196,Test
33378,4622355,Test
33379,2483117,Test
33380,9016104,Control
33381,2334903,Test
33382,7642295,Control
33383,9046161,Control
33384,2203738,Control
33385,2217121,Test
33386,1423182,Test
33387,8916496,Control
33388,8340850,Test
33389,7821759,Test
33390,7623375,Test
33391,1534361,Test
33392,1795648,Test
33393,6747770,Control
33394,5650439,Control
33395,8817189,Test
33396,2757019,Control
33397,5503800,Control
33398,5925382,Test
33399,928927,Control
33400,17036,Control
33401,4784980,Control
33402,3944187,Control
33403,1550916,Control
33404,9164734,Test
33405,7726256,Test
33406,6081679,Test
33407,4245868,Test
33408,1396504,Test
33409,1058914,Test
33410,7361907,Test
33411,6634478,Test
33412,271343,Test
33413,9621207,Control
33414,5756901,Test
33415,4094154,Control
33416,3808634,Test
33417,3682788,Control
33418,127396,Test
33419,4284267,Control
33420,8294857,Control
33421,7111361,Test
33422,2962496,Control
33423,9489902,Control
33424,5329087,Control
33425,3120243,Control
33426,8387524,Test
33427,5446017,Test
33428,7563473,Control
33429,4795946,Control
33430,6666050,Control
33431,8171174,Test
33432,5267769,Control
33433,8890113,Control
33434,7483802,Control
33435,9361381,Test
33436,3738467,Test
33437,1545221,Test
33438,6025724,Control
33439,6307628,Test
33440,3176993,Control
33441,6390205,Control
33442,6826141,Test
33443,5731876,Control
33444,352491,Control
33445,3120254,Control
33446,421287,Control
33447,5222244,Test
33448,5418650,Test
33449,6238948,Test
33450,8022458,Control
33451,7398490,Control
33452,9994115,Test
33453,306459,Test
33454,715086,Test
33455,4850031,Test
33456,1399639,Test
33457,7236664,Test
33458,4659529,Control
33459,9708694,Test
33460,5594240,Control
33461,9316615,Control
33462,2543327,Test
33463,3033091,Control
33464,2079408,Test
33465,79229,Control
33466,8970337,Control
33467,1342582,Control
33468,3260937,Control
33469,7051893,Control
33470,3875205,Test
33471,2817393,Control
33472,7094560,Test
33473,4123651,Control
33474,9497044,Test
33475,9115808,Test
33476,1771550,Control
33477,6496059,Control
33478,1358400,Test
33479,5265484,Test
33480,2710593,Test
33481,5795976,Test
33482,699117,Control
33483,9059099,Test
33484,1375262,Test
33485,2106390,Test
33486,2797503,Control
33487,1135485,Test
33488,7603857,Control
33489,5881256,Test
33490,4837555,Test
33491,9796176,Control
33492,8822346,Test
33493,7606728,Control
33494,1613610,Test
33495,4876410,Test
33496,7038653,Control
33497,1214668,Test
33498,6406779,Test
33499,8083850,Control
33500,1045441,Test
33501,2011854,Control
33502,9691201,Test
33503,3265028,Test
33504,9139141,Control
33505,887021,Test
33506,3660939,Control
33507,7879942,Control
33508,9088169,Control
33509,7737525,Test
33510,436146,Test
33511,3257381,Test
33512,2885193,Test
33513,8310031,Test
33514,7494242,Test
33515,9651415,Test
33516,1911871,Test
33517,1896533,Control
33518,5263052,Control
33519,5574111,Control
33520,1195067,Test
33521,2925307,Control
33522,2949523,Control
33523,7770368,Test
33524,4085238,Control
33525,8932242,Control
33526,7368412,Control
33527,2790345,Control
33528,8797780,Control
33529,7383842,Test
33530,725895,Control
33531,6488364,Test
33532,4522785,Test
33533,9191937,Control
33534,126853,Test
33535,4855400,Test
33536,3743,Control
33537,2116239,Test
33538,904664,Test
33539,3679449,Test
33540,5001615,Test
33541,4647478,Control
33542,9417559,Test
33543,2592885,Test
33544,6589685,Test
33545,2138403,Test
33546,6330539,Control
33547,6167643,Test
33548,7649002,Test
33549,2052761,Control
33550,6124908,Control
33551,5578521,Test
33552,4944107,Test
33553,3438672,Test
33554,4742781,Control
33555,819770,Test
33556,8413954,Control
33557,5401561,Control
33558,1115913,Test
33559,2579174,Test
33560,1198214,Test
33561,5446896,Test
33562,5616882,Test
33563,5546276,Control
33564,7374814,Test
33565,9887022,Test
33566,9402618,Test
33567,9313825,Control
33568,8438441,Control
